LABELS;S_2;S_0;S_3;C_2;C_0;C_3;S_4;S_1;C_4;C_1
JOB ID;2;0;3;2;0;3;4;1;4;1
EVENT TYPE;0;0;0;1;1;1;0;0;1;1
TIME;0.0;1.08;1.08;2.71;4.36;4.98;4.98;5.19;6.71;7.080391705069126
RESOURCE JOB 0;0.0;0.0;29.781000000000006;44.528999999999996;0.0;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.539999999999964;6.430000000000035;0.0
RESOURCE JOB 2;54.0;0.0;39.81999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 3;0.0;0.0;11.898999999999997;12.045000000000005;4.525999999999996;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 4;0.0;0.0;0.0;0.0;0.0;0.0;10.499999999999972;56.46000000000002;0.0;0.0
