n;r;k;i;T_init;alfa;alfa_period;stop;#iter;init_time;init_score;time;best;slack
10;50.0;3;2;2.0;0.95;160.0;16000.0;13796;0.1039072563871741;31.05;420.8117545749992;26.40999999999997;0.0
10;50.0;3;3;2.0;0.95;160.0;16000.0;6781;0.0761041138321161;33.31;229.2455218937248;22.8;0.0
10;50.0;3;3;2.0;0.95;160.0;16000.0;6781;0.0761041138321161;33.31;229.2455218937248;22.8;0.0
10;50.0;4;0;2.0;0.95;160.0;16000.0;8967;0.0666983760893344;30.7;295.04571246821433;27.32000000000003;0.0
10;50.0;4;0;2.0;0.95;160.0;16000.0;8967;0.0666983760893344;30.7;295.04571246821433;27.32000000000003;0.0
10;50.0;4;1;2.0;0.95;160.0;16000.0;7916;0.1177126327529549;31.099999999999994;276.0985324829817;26.489999999999974;0.0
10;50.0;4;1;2.0;0.95;160.0;16000.0;7916;0.1177126327529549;31.099999999999994;276.0985324829817;26.489999999999974;0.0
10;50.0;4;2;2.0;0.95;160.0;16000.0;14158;0.1165907997637987;114.09293775379822;551.2267890879884;29.479999999999954;0.0
10;50.0;4;2;2.0;0.95;160.0;16000.0;14158;0.1165907997637987;114.09293775379822;551.2267890879884;29.479999999999954;0.0
10;50.0;4;3;2.0;0.95;160.0;16000.0;8782;0.1224791016429662;203.20090344062152;375.9617487750948;24.71999999999995;0.0
10;50.0;4;3;2.0;0.95;160.0;16000.0;8782;0.1224791016429662;203.20090344062152;375.9617487750948;24.71999999999995;0.0
15;50.0;2;0;3.0;0.95;240.0;24000.0;15632;0.0695553477853536;89.63025411912862;1166.5399445723742;45.31999999999999;0.0
15;50.0;2;0;3.0;0.95;240.0;24000.0;15632;0.0695553477853536;89.63025411912862;1166.5399445723742;45.31999999999999;0.0
15;50.0;2;1;3.0;0.95;240.0;24000.0;17076;0.0659285709261894;37.38;826.5771141471341;29.639999999999947;0.0
15;50.0;2;1;3.0;0.95;240.0;24000.0;17076;0.0659285709261894;37.38;826.5771141471341;29.639999999999947;0.0
15;50.0;2;2;3.0;0.95;240.0;24000.0;10947;0.0625338451936841;147.25189758269724;694.1473779054359;32.52000000000002;0.0
15;50.0;2;2;3.0;0.95;240.0;24000.0;10947;0.0625338451936841;147.25189758269724;694.1473779054359;32.52000000000002;0.0
15;50.0;2;3;3.0;0.95;240.0;24000.0;11841;0.0614324398338794;51.32999999999999;756.6446195095778;42.49999999999996;0.0
15;50.0;2;3;3.0;0.95;240.0;24000.0;11841;0.0614324398338794;51.32999999999999;756.6446195095778;42.49999999999996;0.0
15;50.0;3;0;3.0;0.95;240.0;24000.0;21321;0.0558452252298593;50.79;837.3833154663444;37.56000000000006;0.0
15;50.0;3;0;3.0;0.95;240.0;24000.0;21321;0.0558452252298593;50.79;837.3833154663444;37.56000000000006;0.0
15;50.0;3;1;3.0;0.95;240.0;24000.0;13763;0.1059780223295092;50.0;994.4721091063692;40.40999999999997;0.0
15;50.0;3;1;3.0;0.95;240.0;24000.0;13763;0.1059780223295092;50.0;994.4721091063692;40.40999999999997;0.0
15;50.0;3;2;3.0;0.95;240.0;24000.0;21100;0.1053668335080146;105.65155864259133;1295.0385789945722;45.30999999999992;0.0
15;50.0;3;2;3.0;0.95;240.0;24000.0;21100;0.1053668335080146;105.65155864259133;1295.0385789945722;45.30999999999992;0.0
15;50.0;3;3;3.0;0.95;240.0;24000.0;15507;0.0582642629742622;40.5;1293.102977910079;32.83000000000001;0.0
15;50.0;3;3;3.0;0.95;240.0;24000.0;15507;0.0582642629742622;40.5;1293.102977910079;32.83000000000001;0.0
15;50.0;4;0;3.0;0.95;240.0;24000.0;19942;0.0587747972458601;51.96;1280.5519883092493;42.38000000000008;0.0
15;50.0;4;0;3.0;0.95;240.0;24000.0;19942;0.0587747972458601;51.96;1280.5519883092493;42.38000000000008;0.0
15;50.0;4;1;3.0;0.95;240.0;24000.0;21028;0.0614887420088052;54.36;1504.5484757814556;41.75999999999995;0.0
15;50.0;4;1;3.0;0.95;240.0;24000.0;21028;0.0614887420088052;54.36;1504.5484757814556;41.75999999999995;0.0
15;50.0;4;2;3.0;0.95;240.0;24000.0;18067;0.0712861064821481;82.5666423098362;1017.3325531929733;29.61000000000004;0.0
15;50.0;4;2;3.0;0.95;240.0;24000.0;18067;0.0712861064821481;82.5666423098362;1017.3325531929733;29.61000000000004;0.0
15;50.0;4;3;3.0;0.95;240.0;24000.0;15816;0.0546502899378538;42.93000000000001;787.3697838755324;33.96000000000006;0.0
15;50.0;4;3;3.0;0.95;240.0;24000.0;15816;0.0546502899378538;42.93000000000001;787.3697838755324;33.96000000000006;0.0
20;50.0;2;0;4.0;0.95;320.0;32000.0;18304;0.0752771068364381;195.24961125921365;1502.6068190615624;54.17999999999984;0.0
20;50.0;2;0;4.0;0.95;320.0;32000.0;18304;0.0752771068364381;195.24961125921365;1502.6068190615624;54.17999999999984;0.0
20;50.0;2;1;4.0;0.95;320.0;32000.0;22457;0.1213115127757191;319.4245287428931;1708.2188180461526;49.11000000000008;0.0
20;50.0;2;1;4.0;0.95;320.0;32000.0;22457;0.1213115127757191;319.4245287428931;1708.2188180461526;49.11000000000008;0.0
20;50.0;2;2;4.0;0.95;320.0;32000.0;18293;0.0776087418198585;59.13000000000001;1331.9058262230828;49.99999999999999;0.0
20;50.0;2;2;4.0;0.95;320.0;32000.0;18293;0.0776087418198585;59.13000000000001;1331.9058262230828;49.99999999999999;0.0
20;50.0;2;3;4.0;0.95;320.0;32000.0;19517;0.0705198291689157;278.033784808184;1156.4511628970504;44.29000000000002;0.0
20;50.0;2;3;4.0;0.95;320.0;32000.0;19517;0.0705198291689157;278.033784808184;1156.4511628970504;44.29000000000002;0.0
20;50.0;3;0;4.0;0.95;320.0;32000.0;32000;0.0712587973102927;192.58750000000003;1542.5376377496868;65.91999999999996;0.0
20;50.0;3;0;4.0;0.95;320.0;32000.0;32000;0.0712587973102927;192.58750000000003;1542.5376377496868;65.91999999999996;0.0
20;50.0;3;1;4.0;0.95;320.0;32000.0;28823;0.0848932154476642;170.00060439541343;1463.8138009877875;58.01000000000024;0.0
20;50.0;3;1;4.0;0.95;320.0;32000.0;28823;0.0848932154476642;170.00060439541343;1463.8138009877875;58.01000000000024;0.0
20;50.0;3;2;4.0;0.95;320.0;32000.0;26884;0.0977738117799162;161.8129782784414;1797.86736974027;52.91000000000014;0.0
20;50.0;3;2;4.0;0.95;320.0;32000.0;26884;0.0977738117799162;161.8129782784414;1797.86736974027;52.91000000000014;0.0
20;50.0;3;3;4.0;0.95;320.0;32000.0;32000;0.0839430782943964;178.3457360000005;1969.420967740938;62.41999999999989;0.0
20;50.0;3;3;4.0;0.95;320.0;32000.0;32000;0.0839430782943964;178.3457360000005;1969.420967740938;62.41999999999989;0.0
20;50.0;4;0;4.0;0.95;320.0;32000.0;24848;0.0809212541207671;165.0393540173055;2162.5872107017785;63.21999999999981;0.0
20;50.0;4;0;4.0;0.95;320.0;32000.0;24848;0.0809212541207671;165.0393540173055;2162.5872107017785;63.21999999999981;0.0
20;50.0;4;1;4.0;0.95;320.0;32000.0;29595;0.0706110643222928;105.34978821980432;1909.213394076564;45.70999999999967;0.0
20;50.0;4;1;4.0;0.95;320.0;32000.0;29595;0.0706110643222928;105.34978821980432;1909.2133940765636;45.70999999999967;0.0
20;50.0;4;2;4.0;0.95;320.0;32000.0;26200;0.0865482157096266;314.92529705061565;1930.2035873159768;55.54000000000026;0.0
20;50.0;4;2;4.0;0.95;320.0;32000.0;26200;0.0865482157096266;314.92529705061565;1930.2035873159768;55.54000000000026;0.0
20;50.0;4;3;4.0;0.95;320.0;32000.0;21843;0.0781782194972038;70.26721439462685;1621.5230243820697;58.53999999999978;0.0
20;50.0;4;3;4.0;0.95;320.0;32000.0;21843;0.0781782194972038;70.26721439462685;1621.5230243820697;58.53999999999978;0.0
30;50.0;2;0;6.0;0.95;480.0;48000.0;36016;0.1201975001022219;201.1579261262718;5987.902470687404;79.77000000000011;0.0
30;50.0;2;0;6.0;0.95;480.0;48000.0;36016;0.1201975001022219;201.1579261262718;5987.902470687404;79.77000000000011;0.0
30;50.0;2;1;6.0;0.95;480.0;48000.0;38852;0.1175401704385876;101.65501200000011;5293.301680588163;81.78999999999996;0.0
30;50.0;2;1;6.0;0.95;480.0;48000.0;38852;0.1175401704385876;101.65501200000011;5293.301680588163;81.78999999999996;0.0
30;50.0;2;2;6.0;0.95;480.0;48000.0;44252;0.117500739172101;79.57;7501.060820054263;75.58999999999966;0.0
30;50.0;2;2;6.0;0.95;480.0;48000.0;44252;0.117500739172101;79.57;7501.060820054263;75.58999999999966;0.0
30;50.0;2;3;6.0;0.95;480.0;48000.0;33230;0.0964110754430294;106.25183470043224;4438.265098937787;70.02999999999976;0.0
30;50.0;2;3;6.0;0.95;480.0;48000.0;33230;0.0964110754430294;106.25183470043224;4438.265098937787;70.02999999999976;0.0
30;50.0;3;0;6.0;0.95;480.0;48000.0;48000;0.1334434784948825;360.08374911785427;6495.798667685129;81.3999999999994;-4.263256414560601e-13
30;50.0;3;0;6.0;0.95;480.0;48000.0;48000;0.1334434784948825;360.08374911785427;6495.798667685129;81.3999999999994;-4.263256414560601e-13
30;50.0;3;1;6.0;0.95;480.0;48000.0;36475;0.1060958011075854;100.74999999999996;5113.448016469367;86.48999999999965;0.0
30;50.0;3;1;6.0;0.95;480.0;48000.0;36475;0.1060958011075854;100.74999999999996;5113.448016469367;86.48999999999965;0.0
30;50.0;3;2;6.0;0.95;480.0;48000.0;42269;0.1202451679855585;91.16;6655.200178239495;74.26999999999997;0.0
30;50.0;3;2;6.0;0.95;480.0;48000.0;42269;0.1202451679855585;91.16;6655.200178239495;74.26999999999997;0.0
30;50.0;3;3;6.0;0.95;480.0;48000.0;45959;0.0917899021878838;96.37201771689892;6148.460791293532;85.64000000000024;0.0
30;50.0;3;3;6.0;0.95;480.0;48000.0;45959;0.0917899021878838;96.37201771689892;6148.460791293532;85.64000000000024;0.0
30;50.0;4;0;6.0;0.95;480.0;48000.0;48000;0.1116837095469236;94.59;5793.058050680906;75.63999999999992;0.0
30;50.0;4;0;6.0;0.95;480.0;48000.0;48000;0.1116837095469236;94.59;5793.058050680906;75.63999999999992;0.0
30;50.0;4;1;6.0;0.95;480.0;48000.0;48000;0.1023389799520373;92.29;8548.8283749884;75.55999999999976;0.0
30;50.0;4;1;6.0;0.95;480.0;48000.0;48000;0.1023389799520373;92.29;8548.8283749884;75.55999999999976;0.0
30;50.0;4;2;6.0;0.95;480.0;48000.0;48000;0.152072393335402;143.8076733515672;4606.603728546761;86.28000000000112;0.0
30;50.0;4;2;6.0;0.95;480.0;48000.0;48000;0.152072393335402;143.8076733515672;4606.603728546761;86.28000000000112;0.0
30;50.0;4;3;6.0;0.95;480.0;48000.0;41932;0.1142410086467862;83.83000000000001;6463.712031365372;73.46000000000043;0.0
30;50.0;4;3;6.0;0.95;480.0;48000.0;41932;0.1142410086467862;83.83000000000001;6463.712031365372;73.46000000000043;0.0
50;50.0;2;0;10.0;0.95;800.0;80000.0;80000;0.199657910503447;382.9974212769757;41080.91316938307;128.7799999999981;-1.7763568394002505e-12
50;50.0;2;0;10.0;0.95;800.0;80000.0;80000;0.199657910503447;382.9974212769757;41080.91316938307;128.7799999999981;-1.7763568394002505e-12
50;50.0;2;1;10.0;0.95;800.0;80000.0;77656;0.1866894653066992;255.2423417033248;38014.116554233246;118.31999999999884;0.0
50;50.0;2;1;10.0;0.95;800.0;80000.0;77656;0.1866894653066992;255.2423417033248;38014.116554233246;118.31999999999884;0.0
50;50.0;2;2;10.0;0.95;800.0;80000.0;78914;0.2408868018537759;2634.186802367355;47866.84449916985;121.08000000000052;0.0
50;50.0;2;2;10.0;0.95;800.0;80000.0;78914;0.2408868018537759;2634.186802367355;47866.84449916985;121.08000000000052;0.0
50;50.0;2;3;10.0;0.95;800.0;80000.0;77118;0.180567312054336;180.48636587259315;30884.501977762207;127.03000000000084;0.0
50;50.0;2;3;10.0;0.95;800.0;80000.0;77118;0.180567312054336;180.48636587259315;30884.501977762207;127.03000000000084;0.0
50;50.0;3;0;10.0;0.95;800.0;80000.0;80000;0.2161053130403161;677.5689275550384;44735.45507584326;135.03000000000023;0.0
50;50.0;3;0;10.0;0.95;800.0;80000.0;80000;0.2161053130403161;677.5689275550384;44735.45507584326;135.03000000000023;0.0
50;50.0;3;1;10.0;0.95;800.0;80000.0;72826;0.1447309162467718;161.94000000000003;42392.17642214149;141.6899999999994;-9.947598300641405e-13
50;50.0;3;1;10.0;0.95;800.0;80000.0;72826;0.1447309162467718;161.94000000000003;42392.17642214149;141.6899999999994;-9.947598300641405e-13
50;50.0;3;2;10.0;0.95;800.0;80000.0;80000;0.1840484151616692;661.5599900000053;34161.03330375813;140.42999999999768;-7.815970093361102e-13
50;50.0;3;2;10.0;0.95;800.0;80000.0;80000;0.1840484151616692;661.5599900000053;34161.03330375813;140.42999999999768;-7.815970093361102e-13
50;50.0;3;3;10.0;0.95;800.0;80000.0;80000;0.1672864211723208;247.66360602900733;25714.16259750724;154.21000000000106;0.0
50;50.0;3;3;10.0;0.95;800.0;80000.0;80000;0.1672864211723208;247.66360602900733;25714.16259750724;154.21000000000106;0.0
50;50.0;4;0;10.0;0.95;800.0;80000.0;73365;0.179759475402534;501.2132743397178;42071.768953733146;135.05999999999997;0.0
50;50.0;4;0;10.0;0.95;800.0;80000.0;73365;0.179759475402534;501.2132743397178;42071.768953733146;135.05999999999997;0.0
50;50.0;4;1;10.0;0.95;800.0;80000.0;80000;0.1750561445951461;292.39573375198063;33440.84874887578;121.2999999999993;0.0
50;50.0;4;1;10.0;0.95;800.0;80000.0;80000;0.1750561445951461;292.39573375198063;33440.84874887578;121.2999999999993;0.0
50;50.0;4;2;10.0;0.95;800.0;80000.0;80000;0.1583188204094767;236.2331974066424;38900.98242537957;134.82000000000352;0.0
50;50.0;4;2;10.0;0.95;800.0;80000.0;80000;0.1583188204094767;236.2331974066424;38900.98242537957;134.82000000000352;0.0
50;50.0;4;3;10.0;0.95;800.0;80000.0;80000;0.1746747586876154;362.4865082732285;46989.683556045406;131.4999999999994;0.0
50;50.0;4;3;10.0;0.95;800.0;80000.0;80000;0.1746747586876154;362.4865082732285;46989.683556045406;131.4999999999994;0.0
