LABELS;S_3;S_0;S_1;C_0;S_2;S_4;C_1;C_4;C_2;C_3
JOB ID;3;0;1;0;2;4;1;4;2;3
EVENT TYPE;0;0;0;1;0;0;1;1;1;1
TIME;2.17;3.37;3.37;5.53;5.53;5.53;7.810644946808511;8.08;9.44;9.44
RESOURCE JOB 0;0.0;0.0;58.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 1;0.0;0.0;34.77670000000005;0.0;19.993299999999955;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 2;0.0;0.0;0.0;0.0;11.175160239361702;0.0;9.422039760638327;47.57279999999997;0.0;0.0
RESOURCE JOB 3;30.06000000000001;0.0;15.083299999999959;0.0;5.222676928191488;0.0;0.6168230718085113;20.427200000000028;0.0;0.0
RESOURCE JOB 4;0.0;0.0;0.0;0.0;77.64111017287237;0.0;2.31888982712762;0.0;0.0;0.0
